filename,abs_path,source_dir,frames,rows,cols,photometric,bits_stored,pixel_spacing,frame_time,frame_rate,manufacturer,model_name,rescale_intercept,rescale_slope
IM_0144,/autodl-fs/data/Pro/DSA/dicom_all/IM_0144,/autodl-fs/data/Pro/DSA/dicom_all,26,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0147,/autodl-fs/data/Pro/DSA/dicom_all/IM_0147,/autodl-fs/data/Pro/DSA/dicom_all,46,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0148,/autodl-fs/data/Pro/DSA/dicom_all/IM_0148,/autodl-fs/data/Pro/DSA/dicom_all,40,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0156,/autodl-fs/data/Pro/DSA/dicom_all/IM_0156,/autodl-fs/data/Pro/DSA/dicom_all,38,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0159,/autodl-fs/data/Pro/DSA/dicom_all/IM_0159,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0162,/autodl-fs/data/Pro/DSA/dicom_all/IM_0162,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0163,/autodl-fs/data/Pro/DSA/dicom_all/IM_0163,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0164,/autodl-fs/data/Pro/DSA/dicom_all/IM_0164,/autodl-fs/data/Pro/DSA/dicom_all,32,1024,1024,MONOCHROME2,10,None,,4.0,Philips,UNIQ Clarity,0,1
IM_0167,/autodl-fs/data/Pro/DSA/dicom_all/IM_0167,/autodl-fs/data/Pro/DSA/dicom_all,55,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0177,/autodl-fs/data/Pro/DSA/dicom_all/IM_0177,/autodl-fs/data/Pro/DSA/dicom_all,30,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0184,/autodl-fs/data/Pro/DSA/dicom_all/IM_0184,/autodl-fs/data/Pro/DSA/dicom_all,49,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0187,/autodl-fs/data/Pro/DSA/dicom_all/IM_0187,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0190,/autodl-fs/data/Pro/DSA/dicom_all/IM_0190,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0193,/autodl-fs/data/Pro/DSA/dicom_all/IM_0193,/autodl-fs/data/Pro/DSA/dicom_all,55,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0199,/autodl-fs/data/Pro/DSA/dicom_all/IM_0199,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0202,/autodl-fs/data/Pro/DSA/dicom_all/IM_0202,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0205,/autodl-fs/data/Pro/DSA/dicom_all/IM_0205,/autodl-fs/data/Pro/DSA/dicom_all,36,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0211,/autodl-fs/data/Pro/DSA/dicom_all/IM_0211,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0214,/autodl-fs/data/Pro/DSA/dicom_all/IM_0214,/autodl-fs/data/Pro/DSA/dicom_all,44,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0217,/autodl-fs/data/Pro/DSA/dicom_all/IM_0217,/autodl-fs/data/Pro/DSA/dicom_all,46,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0220,/autodl-fs/data/Pro/DSA/dicom_all/IM_0220,/autodl-fs/data/Pro/DSA/dicom_all,58,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0223,/autodl-fs/data/Pro/DSA/dicom_all/IM_0223,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0226,/autodl-fs/data/Pro/DSA/dicom_all/IM_0226,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0234,/autodl-fs/data/Pro/DSA/dicom_all/IM_0234,/autodl-fs/data/Pro/DSA/dicom_all,39,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0237,/autodl-fs/data/Pro/DSA/dicom_all/IM_0237,/autodl-fs/data/Pro/DSA/dicom_all,38,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0240,/autodl-fs/data/Pro/DSA/dicom_all/IM_0240,/autodl-fs/data/Pro/DSA/dicom_all,49,1024,1024,MONOCHROME2,10,None,,8.0,Philips,Allura UNIQ,0,1
IM_0245,/autodl-fs/data/Pro/DSA/dicom_all/IM_0245,/autodl-fs/data/Pro/DSA/dicom_all,47,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0254,/autodl-fs/data/Pro/DSA/dicom_all/IM_0254,/autodl-fs/data/Pro/DSA/dicom_all,38,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0255,/autodl-fs/data/Pro/DSA/dicom_all/IM_0255,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0258,/autodl-fs/data/Pro/DSA/dicom_all/IM_0258,/autodl-fs/data/Pro/DSA/dicom_all,50,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0263,/autodl-fs/data/Pro/DSA/dicom_all/IM_0263,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0266,/autodl-fs/data/Pro/DSA/dicom_all/IM_0266,/autodl-fs/data/Pro/DSA/dicom_all,27,1024,1024,MONOCHROME2,10,None,,4.0,Philips,UNIQ Clarity,0,1
IM_0269,/autodl-fs/data/Pro/DSA/dicom_all/IM_0269,/autodl-fs/data/Pro/DSA/dicom_all,48,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0279,/autodl-fs/data/Pro/DSA/dicom_all/IM_0279,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0286,/autodl-fs/data/Pro/DSA/dicom_all/IM_0286,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0289,/autodl-fs/data/Pro/DSA/dicom_all/IM_0289,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0293,/autodl-fs/data/Pro/DSA/dicom_all/IM_0293,/autodl-fs/data/Pro/DSA/dicom_all,40,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0297,/autodl-fs/data/Pro/DSA/dicom_all/IM_0297,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0301,/autodl-fs/data/Pro/DSA/dicom_all/IM_0301,/autodl-fs/data/Pro/DSA/dicom_all,44,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0305,/autodl-fs/data/Pro/DSA/dicom_all/IM_0305,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0309,/autodl-fs/data/Pro/DSA/dicom_all/IM_0309,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0312,/autodl-fs/data/Pro/DSA/dicom_all/IM_0312,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0315,/autodl-fs/data/Pro/DSA/dicom_all/IM_0315,/autodl-fs/data/Pro/DSA/dicom_all,48,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0323,/autodl-fs/data/Pro/DSA/dicom_all/IM_0323,/autodl-fs/data/Pro/DSA/dicom_all,36,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0325,/autodl-fs/data/Pro/DSA/dicom_all/IM_0325,/autodl-fs/data/Pro/DSA/dicom_all,45,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0328,/autodl-fs/data/Pro/DSA/dicom_all/IM_0328,/autodl-fs/data/Pro/DSA/dicom_all,49,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0338,/autodl-fs/data/Pro/DSA/dicom_all/IM_0338,/autodl-fs/data/Pro/DSA/dicom_all,52,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0346,/autodl-fs/data/Pro/DSA/dicom_all/IM_0346,/autodl-fs/data/Pro/DSA/dicom_all,29,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0351,/autodl-fs/data/Pro/DSA/dicom_all/IM_0351,/autodl-fs/data/Pro/DSA/dicom_all,39,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0354,/autodl-fs/data/Pro/DSA/dicom_all/IM_0354,/autodl-fs/data/Pro/DSA/dicom_all,45,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0364,/autodl-fs/data/Pro/DSA/dicom_all/IM_0364,/autodl-fs/data/Pro/DSA/dicom_all,23,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0365,/autodl-fs/data/Pro/DSA/dicom_all/IM_0365,/autodl-fs/data/Pro/DSA/dicom_all,51,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0371,/autodl-fs/data/Pro/DSA/dicom_all/IM_0371,/autodl-fs/data/Pro/DSA/dicom_all,32,1024,1024,MONOCHROME2,10,None,,4.0,Philips,UNIQ Clarity,0,1
IM_0374,/autodl-fs/data/Pro/DSA/dicom_all/IM_0374,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0377,/autodl-fs/data/Pro/DSA/dicom_all/IM_0377,/autodl-fs/data/Pro/DSA/dicom_all,40,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0380,/autodl-fs/data/Pro/DSA/dicom_all/IM_0380,/autodl-fs/data/Pro/DSA/dicom_all,47,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0381,/autodl-fs/data/Pro/DSA/dicom_all/IM_0381,/autodl-fs/data/Pro/DSA/dicom_all,37,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0382,/autodl-fs/data/Pro/DSA/dicom_all/IM_0382,/autodl-fs/data/Pro/DSA/dicom_all,37,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0385,/autodl-fs/data/Pro/DSA/dicom_all/IM_0385,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0388,/autodl-fs/data/Pro/DSA/dicom_all/IM_0388,/autodl-fs/data/Pro/DSA/dicom_all,45,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0389,/autodl-fs/data/Pro/DSA/dicom_all/IM_0389,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0396,/autodl-fs/data/Pro/DSA/dicom_all/IM_0396,/autodl-fs/data/Pro/DSA/dicom_all,24,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0397,/autodl-fs/data/Pro/DSA/dicom_all/IM_0397,/autodl-fs/data/Pro/DSA/dicom_all,26,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0400,/autodl-fs/data/Pro/DSA/dicom_all/IM_0400,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0403,/autodl-fs/data/Pro/DSA/dicom_all/IM_0403,/autodl-fs/data/Pro/DSA/dicom_all,34,1024,1024,MONOCHROME2,10,None,,4.0,Philips,UNIQ Clarity,0,1
IM_0406,/autodl-fs/data/Pro/DSA/dicom_all/IM_0406,/autodl-fs/data/Pro/DSA/dicom_all,26,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0409,/autodl-fs/data/Pro/DSA/dicom_all/IM_0409,/autodl-fs/data/Pro/DSA/dicom_all,27,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0412,/autodl-fs/data/Pro/DSA/dicom_all/IM_0412,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0414,/autodl-fs/data/Pro/DSA/dicom_all/IM_0414,/autodl-fs/data/Pro/DSA/dicom_all,24,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0419,/autodl-fs/data/Pro/DSA/dicom_all/IM_0419,/autodl-fs/data/Pro/DSA/dicom_all,48,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0422,/autodl-fs/data/Pro/DSA/dicom_all/IM_0422,/autodl-fs/data/Pro/DSA/dicom_all,34,1024,1024,MONOCHROME2,10,None,,4.0,Philips,UNIQ Clarity,0,1
IM_0425,/autodl-fs/data/Pro/DSA/dicom_all/IM_0425,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0434,/autodl-fs/data/Pro/DSA/dicom_all/IM_0434,/autodl-fs/data/Pro/DSA/dicom_all,26,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0437,/autodl-fs/data/Pro/DSA/dicom_all/IM_0437,/autodl-fs/data/Pro/DSA/dicom_all,48,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0445,/autodl-fs/data/Pro/DSA/dicom_all/IM_0445,/autodl-fs/data/Pro/DSA/dicom_all,29,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0448,/autodl-fs/data/Pro/DSA/dicom_all/IM_0448,/autodl-fs/data/Pro/DSA/dicom_all,21,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0451,/autodl-fs/data/Pro/DSA/dicom_all/IM_0451,/autodl-fs/data/Pro/DSA/dicom_all,26,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0456,/autodl-fs/data/Pro/DSA/dicom_all/IM_0456,/autodl-fs/data/Pro/DSA/dicom_all,47,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0461,/autodl-fs/data/Pro/DSA/dicom_all/IM_0461,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0464,/autodl-fs/data/Pro/DSA/dicom_all/IM_0464,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0474,/autodl-fs/data/Pro/DSA/dicom_all/IM_0474,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0477,/autodl-fs/data/Pro/DSA/dicom_all/IM_0477,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0480,/autodl-fs/data/Pro/DSA/dicom_all/IM_0480,/autodl-fs/data/Pro/DSA/dicom_all,48,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0488,/autodl-fs/data/Pro/DSA/dicom_all/IM_0488,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0491,/autodl-fs/data/Pro/DSA/dicom_all/IM_0491,/autodl-fs/data/Pro/DSA/dicom_all,47,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0494,/autodl-fs/data/Pro/DSA/dicom_all/IM_0494,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0497,/autodl-fs/data/Pro/DSA/dicom_all/IM_0497,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0500,/autodl-fs/data/Pro/DSA/dicom_all/IM_0500,/autodl-fs/data/Pro/DSA/dicom_all,39,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0503,/autodl-fs/data/Pro/DSA/dicom_all/IM_0503,/autodl-fs/data/Pro/DSA/dicom_all,54,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0510,/autodl-fs/data/Pro/DSA/dicom_all/IM_0510,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0513,/autodl-fs/data/Pro/DSA/dicom_all/IM_0513,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0516,/autodl-fs/data/Pro/DSA/dicom_all/IM_0516,/autodl-fs/data/Pro/DSA/dicom_all,59,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0519,/autodl-fs/data/Pro/DSA/dicom_all/IM_0519,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0522,/autodl-fs/data/Pro/DSA/dicom_all/IM_0522,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0525,/autodl-fs/data/Pro/DSA/dicom_all/IM_0525,/autodl-fs/data/Pro/DSA/dicom_all,52,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0533,/autodl-fs/data/Pro/DSA/dicom_all/IM_0533,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0536,/autodl-fs/data/Pro/DSA/dicom_all/IM_0536,/autodl-fs/data/Pro/DSA/dicom_all,27,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0539,/autodl-fs/data/Pro/DSA/dicom_all/IM_0539,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0540,/autodl-fs/data/Pro/DSA/dicom_all/IM_0540,/autodl-fs/data/Pro/DSA/dicom_all,27,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0547,/autodl-fs/data/Pro/DSA/dicom_all/IM_0547,/autodl-fs/data/Pro/DSA/dicom_all,50,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0548,/autodl-fs/data/Pro/DSA/dicom_all/IM_0548,/autodl-fs/data/Pro/DSA/dicom_all,43,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0555,/autodl-fs/data/Pro/DSA/dicom_all/IM_0555,/autodl-fs/data/Pro/DSA/dicom_all,46,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0563,/autodl-fs/data/Pro/DSA/dicom_all/IM_0563,/autodl-fs/data/Pro/DSA/dicom_all,35,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0564,/autodl-fs/data/Pro/DSA/dicom_all/IM_0564,/autodl-fs/data/Pro/DSA/dicom_all,36,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0567,/autodl-fs/data/Pro/DSA/dicom_all/IM_0567,/autodl-fs/data/Pro/DSA/dicom_all,49,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0570,/autodl-fs/data/Pro/DSA/dicom_all/IM_0570,/autodl-fs/data/Pro/DSA/dicom_all,40,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0578,/autodl-fs/data/Pro/DSA/dicom_all/IM_0578,/autodl-fs/data/Pro/DSA/dicom_all,33,1024,1024,MONOCHROME2,10,None,,4.0,Philips,UNIQ Clarity,0,1
IM_0579,/autodl-fs/data/Pro/DSA/dicom_all/IM_0579,/autodl-fs/data/Pro/DSA/dicom_all,36,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0582,/autodl-fs/data/Pro/DSA/dicom_all/IM_0582,/autodl-fs/data/Pro/DSA/dicom_all,24,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0585,/autodl-fs/data/Pro/DSA/dicom_all/IM_0585,/autodl-fs/data/Pro/DSA/dicom_all,24,1024,1024,MONOCHROME2,10,None,,3.0,Philips,Allura UNIQ,0,1
IM_0590,/autodl-fs/data/Pro/DSA/dicom_all/IM_0590,/autodl-fs/data/Pro/DSA/dicom_all,27,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0593,/autodl-fs/data/Pro/DSA/dicom_all/IM_0593,/autodl-fs/data/Pro/DSA/dicom_all,38,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0598,/autodl-fs/data/Pro/DSA/dicom_all/IM_0598,/autodl-fs/data/Pro/DSA/dicom_all,39,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0601,/autodl-fs/data/Pro/DSA/dicom_all/IM_0601,/autodl-fs/data/Pro/DSA/dicom_all,39,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0604,/autodl-fs/data/Pro/DSA/dicom_all/IM_0604,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0605,/autodl-fs/data/Pro/DSA/dicom_all/IM_0605,/autodl-fs/data/Pro/DSA/dicom_all,41,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0613,/autodl-fs/data/Pro/DSA/dicom_all/IM_0613,/autodl-fs/data/Pro/DSA/dicom_all,39,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0614,/autodl-fs/data/Pro/DSA/dicom_all/IM_0614,/autodl-fs/data/Pro/DSA/dicom_all,38,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0615,/autodl-fs/data/Pro/DSA/dicom_all/IM_0615,/autodl-fs/data/Pro/DSA/dicom_all,44,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0616,/autodl-fs/data/Pro/DSA/dicom_all/IM_0616,/autodl-fs/data/Pro/DSA/dicom_all,49,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0626,/autodl-fs/data/Pro/DSA/dicom_all/IM_0626,/autodl-fs/data/Pro/DSA/dicom_all,39,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0629,/autodl-fs/data/Pro/DSA/dicom_all/IM_0629,/autodl-fs/data/Pro/DSA/dicom_all,80,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0637,/autodl-fs/data/Pro/DSA/dicom_all/IM_0637,/autodl-fs/data/Pro/DSA/dicom_all,24,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0640,/autodl-fs/data/Pro/DSA/dicom_all/IM_0640,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0643,/autodl-fs/data/Pro/DSA/dicom_all/IM_0643,/autodl-fs/data/Pro/DSA/dicom_all,46,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0655,/autodl-fs/data/Pro/DSA/dicom_all/IM_0655,/autodl-fs/data/Pro/DSA/dicom_all,47,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0660,/autodl-fs/data/Pro/DSA/dicom_all/IM_0660,/autodl-fs/data/Pro/DSA/dicom_all,44,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0663,/autodl-fs/data/Pro/DSA/dicom_all/IM_0663,/autodl-fs/data/Pro/DSA/dicom_all,25,1024,1024,MONOCHROME2,10,None,,3.0,Philips,UNIQ Clarity,0,1
IM_0666,/autodl-fs/data/Pro/DSA/dicom_all/IM_0666,/autodl-fs/data/Pro/DSA/dicom_all,35,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0669,/autodl-fs/data/Pro/DSA/dicom_all/IM_0669,/autodl-fs/data/Pro/DSA/dicom_all,42,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0672,/autodl-fs/data/Pro/DSA/dicom_all/IM_0672,/autodl-fs/data/Pro/DSA/dicom_all,38,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
IM_0682,/autodl-fs/data/Pro/DSA/dicom_all/IM_0682,/autodl-fs/data/Pro/DSA/dicom_all,35,1024,1024,MONOCHROME2,10,None,,6.0,Philips,UNIQ Clarity,0,1
IM_0685,/autodl-fs/data/Pro/DSA/dicom_all/IM_0685,/autodl-fs/data/Pro/DSA/dicom_all,36,1024,1024,MONOCHROME2,10,None,,4.0,Philips,UNIQ Clarity,0,1
IM_0688,/autodl-fs/data/Pro/DSA/dicom_all/IM_0688,/autodl-fs/data/Pro/DSA/dicom_all,49,1024,1024,MONOCHROME2,10,None,,6.0,Philips,Allura UNIQ,0,1
